idParroquia;nomParroquia ;idCanton 
466;DR. MIGUEL EGAS CABEZAS (PEGUCHE) ;103
467;EUGENIO ESPEJO (CALPAQUI) ;103
468;GONZALEZ SUAREZ;103
469;PATAQUI;103
470;SAN JOSE DE QUICHINCHE ;103
471;SAN JUAN DE ILUMAN;103
472;SAN PABLO;103
473;SAN RAFAEL;103
474;SELVA ALEGRE (CAB.EN SAN MIGUEL DE PAMPLONA);103
475;PIMAMPIRO;104
476;CHUGA;104
477;MARIANO ACOSTA;104
478;SAN FRANCISCO DE SIGSIPAMBA;104
479;URCUQUI;105
480;CAHUASQUI;105
481;LA MERCED DE BUENOS AIRES;105
482;PABLO ARENAS;105
483;SAN BLAS;105
484;TUMBABIRO;105
485;LOJA;106
486;CHANTACO;106
487;CHUQUIRIBAMBA;106
488;EL CISNE;106
489;GUALEL;106
490;JIMBILLA;106
491;MALACATOS (VALLADOLID) ;106
492;SAN LUCAS;106
493;SAN PEDRO DE VILCABAMBA;106
494;SANTIAGO;106
495;TAQUIL (MIGUEL RIOFRIO);106
496;VILCABAMBA  (VICTORIA);106
497;YANGANA (ARSENIO CASTILLO);106
498;QUINARA;106
499;CARIAMANGA;107
500;COLAISACA;107
501;EL LUCERO;107
502;UTUANA;107
503;SANGUILLIN;107
504;CATAMAYO (LA TOMA);108
505;EL TAMBO;108
506;GUAYQUICHUMA;108
507;SAN PEDRO DE LA BENDITA;108
508;ZAMBI;108
509;CELICA;109
510;CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE);109
511;POZUL (SAN JUAN DE POZUL);109
512;SABANILLA;109
513;TNTE. MAXIMILIANO RODRIGUEZ LOAIZA ;109
514;CHAGUARPAMBA;110
515;BUENAVISTA;110
516;EL ROSARIO;110
517;SANTA RUFINA;110
518;AMARILLOS;110
519;AMALUZA;111
520;BELLAVISTA;111
521;JIMBURA;111
522;SANTA TERESITA;111
523;27 DE ABRIL (CAB. EN LA NARANJA) ;111
524;EL INGENIO;111
525;EL AIRO;111
526;GONZANAMA;112
527;CHANGAIMINA (LA LIBERTAD) ;112
528;NAMBACOLA;112
529;PURUNUMA (EGUIGUREN) ;112
530;SACAPALCA;112
531;MACARA;113
532;LARAMA;113
533;LA VICTORIA;113
534;SABIANGO (LA CAPILLA);113
535;CATACOCHA;114
536;CANGONAMA;114
537;GUACHANAMA;114
538;LAURO GUERRERO;114
539;ORIANGA;114
540;SAN ANTONIO;114
541;CASANGA;114
542;YAMANA;114
543;ALAMOR;115
544;CIANO;115
545;EL ARENAL;115
546;EL LIMO (MARIANA DE JESUS);115
547;MERCADILLO;115
548;VICENTINO;115
549;SARAGURO;116
550;EL PARAISO DE CELEN;116
551;EL TABLON  ;116
552;LLUZHAPA;116
553;MANU;116
554;SAN ANTONIO DE QUMBE (CUMBE);116
555;SAN PABLO DE TENTA;116
556;SAN SEBASTIAN DE YULUC;116
557;SELVA ALEGRE;116
558;URDANETA (PAQUISHAPA);116
559;SUMAYPAMBA;116
560;SOZORANGA;117
561;NUEVA FATIMA;117
562;TACAMOROS;117
563;ZAPOTILLO;118
564;CAZADEROS (CAB.EN MANGAURCO) ;118
565;GARZAREAL;118
566;LIMONES;118
567;PALETILLAS;118
568;BOLASPAMBA;118
569;PINDAL;119
570;CHAQUINAL;119
571;12 DE DICIEMBRE (CAB.EN ACHIOTES);119
572;QUILANGA;120
573;FUNDOCHAMBA;120
574;SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS);120
575;OLMEDO;121
576;LA TINGUE;121
577;BABAHOYO;122
578;CARACOL;122
579;FEBRES CORDERO (LAS JUNTAS) (CAB. EN MATA DE CACAO);122
580;PIMOCHA;122
581;LA UNION;122
582;BABA;123
583;GUARE;123
584;ISLA DE BEJUCAL;123
585;MONTALVO;124
586;PUEBLOVIEJO;125
587;PUERTO PECHICHE;125
588;SAN JUAN;125
589;QUEVEDO;126
590;SAN CARLOS;126
591;LA ESPERANZA;126
592;CATARAMA;127
593;RICAURTE;127
594;VENTANAS;128
595;ZAPOTAL;128
596;VINCES;129
597;ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES) ;129
598;PALENQUE;130
599;SAN JACINTO DE BUENA FE;131
600;PATRICIA PILAR;131
601;VALENCIA;132
602;MOCACHE;133
603;QUINSALOMA;134
604;PORTOVIEJO;135
605;ABDON CALDERON (SAN FRANCISCO);135
606;ALHAJUELA (BAJO GRANDE) ;135
607;CRUCITA;135
608;PUEBLO NUEVO;135
609;RIOCHICO (RIO CHICO);135
610;SAN PLACIDO;135
611;CHIRIJOS;135
612;CALCETA;136
613;MEMBRILLO;136
614;QUIROGA;136
615;CHONE;137
616;BOYACA;137
617;CANUTO;137
618;CONVENTO;137
619;CHIBUNGA;137
620;ELOY ALFARO;137
621;RICAURTE;137
622;SAN ANTONIO;137
623;EL CARMEN;138
624;WILFRIDO LOOR MOREIRA (MAICITO);138
625;SAN PEDRO DE SUMA;138
626;FLAVIO ALFARO;139
627;SAN FRANCISCO DE NOVILLO (CAB. EN  NOVILLO);139
628;ZAPALLO;139
629;JIPIJAPA;140
630;AMERICA;140
631;EL ANEGADO (CAB. EN ELOY ALFARO);140
632;JULCUY;140
633;LA UNION;140
634;MEMBRILLAL;140
635;PEDRO PABLO GOMEZ;140
636;PUERTO DE CAYO;140
637;JUNIN;141
638;MANTA;142
639;SAN LORENZO;142
640;SANTA MARIANITA (BOCA DE PACOCHE);142
641;MONTECRISTI;143
642;LA PILA;143
643;PAJAN;144
644;CAMPOZANO (LA PALMA DE PAJAN);144
645;CASCOL;144
646;GUALE;144
647;LASCANO;144
648;PICHINCHA;145
649;BARRAGANETE ;145
650;SAN SEBASTIAN;145
651;ROCAFUERTE;146
652;SANTA ANA DE VUELTA LARGA;147
653;AYACUCHO;147
654;HONORATO VASQUEZ (CAB. EN VASQUEZ);147
655;LA UNION;147
656;SAN PABLO (CAB. EN PUEBLO NUEVO);147
657;BAHIA DE CARAQUEZ;148
658;CHARAPOTO;148
659;SAN ISIDRO;148
660;TOSAGUA;149
661;BACHILLERO;149
662;ANGEL PEDRO GILER (LA ESTANCILLA);149
663;SUCRE;150
664;BELLAVISTA;150
665;NOBOA;150
666;ARQ. SIXTO DURAN BALLEN;150
667;PEDERNALES;151
668;COJIMIES;151
669;10 DE AGOSTO;151
670;ATAHUALPA;151
671;OLMEDO;152
672;PUERTO LOPEZ;153
673;MACHALILLA;153
674;SALANGO;153
675;JAMA;154
676;JARAMIJO;155
677;SAN VICENTE;156
678;CANOA;156
679;MACAS;157
680;ALSHI (CAB. EN 9 DE OCTUBRE) ;157
681;GENERAL PROAÑO;157
682;SAN ISIDRO;157
683;SEVILLA DON BOSCO;157
684;SINAI;157
685;ZUÑA (ZUÑAC);157
686;CUCHAENTZA;157
687;RIO BLANCO;157
688;GUALAQUIZA;158
689;AMAZONAS (ROSARIO DE CUYES) ;158
690;BERMEJOS;158
691;BOMBOIZA;158
692;CHIGÜINDA;158
693;EL ROSARIO;158
694;NUEVA TARQUI;158
695;SAN MIGUEL DE CUYES;158
696;EL IDEAL;158
697;GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON);159
698;INDANZA;159
699;SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO;159
700;SAN MIGUEL DE CONCHAY;159
701;SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA);159
702;YUNGANZA (CAB. EN EL ROSARIO);159
703;PALORA (METZERA);160
704;ARAPICOS;160
705;CUMANDA (CAB. EN COLONIA AGRICOLA SEVILLA DEL ORO);160
706;SANGAY (CAB. EN NAYAMANACA);160
707;16 DE AGOSTO;160
708;SANTIAGO DE MENDEZ;161
709;COPAL;161
710;CHUPIANZA;161
711;PATUCA;161
712;SAN LUIS DE EL ACHO (CAB. EN EL ACHO) ;161
713;TAYUZA;161
714;SAN FRANCISCO DE CHINIMBIMI;161
715;SUCUA;162
716;ASUNCION;162
717;HUAMBI;162
718;SANTA MARIANITA DE JESUS;162
719;HUAMBOYA;163
720;CHIGUAZA;163
721;SAN JUAN BOSCO;164
722;PAN DE AZUCAR;164
723;SAN CARLOS DE LIMON  ;164
724;SAN JACINTO DE WAKAMBEIS ;164
725;SANTIAGO DE PANANZA;164
726;TAISHA;165
727;HUASAGA (CAB. EN WAMPUIK) ;165
728;MACUMA  ;165
729;TUUTINENTZA ;165
730;PUMPUENTSA;165
731;LOGROÑO;166
732;YAUPI;166
733;SHIMPIS;166
734;PABLO SEXTO;167
735;SANTIAGO;168
736;SAN JOSE DE MORONA;168
737;TENA;169
738;AHUANO;169
739;CHONTAPUNTA;169
740;PANO;169
741;PUERTO MISAHUALLI;169
742;PUERTO NAPO;169
743;TALAG;169
744;ARCHIDONA;170
745;COTUNDO;170
746;SAN PABLO DE USHPAYACU;170
747;EL CHACO;171
748;GONZALO DIAZ DE PINEDA (EL BOMBON) ;171
749;LINARES;171
750;OYACACHI;171
751;SANTA ROSA;171
752;SARDINAS;171
753;BAEZA;172
754;COSANGA;172
755;CUYUJA;172
756;PAPALLACTA;172
757;SAN FRANCISCO DE BORJA (VIRGILIO DAVILA);172
758;SUMACO;172
759;CARLOS JULIO AROSEMENA TOLA;173
760;PUYO;174
761;CANELOS;174
762;DIEZ  DE AGOSTO;174
763;FATIMA;174
764;MONTALVO (ANDOAS) ;174
765;POMONA;174
766;RIO CORRIENTES ;174
767;RIO TIGRE;174
768;SARAYACU;174
769;SIMON BOLIVAR  (CAB. EN MUSHULLACTA);174
770;TARQUI;174
771;TENIENTE HUGO ORTIZ;174
772;VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA);174
773;EL TRIUNFO;174
774;MERA;175
775;MADRE TIERRA;175
776;SHELL;175
777;SANTA CLARA;176
778;SAN JOSE;176
779;ARAJUNO;177
780;CURARAY;177
781;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL PROVINCIAL Y DE LA REPUBLICA DEL ECUADOR;178
782;ALANGASI;178
783;AMAGUAÑA;178
784;ATAHUALPA (HABASPAMBA) ;178
785;CALACALI;178
786;CALDERON (CARAPUNGO) ;178
787;CONOCOTO;178
788;CUMBAYA;178
789;CHAVEZPAMBA;178
790;CHECA (CHILPA) ;178
791;EL QUINCHE;178
792;GUALEA;178
793;GUANGOPOLO;178
794;GUAYLLABAMBA;178
795;LA MERCED;178
796;LLANO CHICO;178
797;LLOA;178
798;NANEGAL;178
799;NANEGALITO;178
800;NAYON;178
801;NONO;178
802;PACTO;178
803;PERUCHO;178
804;PIFO;178
805;PINTAG;178
806;POMASQUI;178
807;PUELLARO;178
808;PUEMBO;178
809;SAN ANTONIO;178
810;SAN JOSE DE MINAS;178
811;TABABELA;178
812;TUMBACO;178
813;YARUQUI;178
814;ZAMBIZA;178
815;CAYAMBE;179
816;ASCAZUBI;179
817;CANGAHUA ;179
818;OLMEDO (PESILLO);179
819;OTON;179
820;SANTA ROSA DE CUZUBAMBA;179
821;MACHACHI;180
822;ALOAG;180
823;ALOASI;180
824;CUTUGLAHUA;180
825;EL CHAUPI;180
826;MANUEL CORNEJO ASTORGA (TANDAPI);180
827;TAMBILLO;180
828;UYUMBICHO;180
829;TABACUNDO;181
830;LA ESPERANZA;181
831;MALCHINGUI;181
832;TOCACHI;181
833;TUPIGACHI;181
834;SANGOLQUI;182
835;COTOGCHOA;182
836;RUMIPAMBA;182
837;SAN MIGUEL DE LOS BANCOS ;183
838;MINDO;183
839;PEDRO VICENTE MALDONADO;184
840;PUERTO QUITO;185
841;AMBATO;186
842;AMBATILLO;186
843;ATAHUALPA (CHISALATA) ;186
844;AUGUSTO N. MARTINEZ (MUNDUGLEO);186
845;CONSTANTINO FERNANDEZ (CAB. EN CULLITAHUA);186
846;HUACHI GRANDE;186
847;IZAMBA;186
848;JUAN BENIGNO VELA;186
849;MONTALVO;186
850;PASA;186
851;PICAIGUA;186
852;PILAGÜIN (PILAHÜIN);186
853;QUISAPINCHA (QUIZAPINCHA);186
854;SAN BARTOLOME DE PINLLOG;186
855;SAN FERNANDO (PASA SAN FERNANDO);186
856;SANTA ROSA;186
857;TOTORAS;186
858;CUNCHIBAMBA;186
859;UNAMUNCHO;186
860;BAÑOS DE AGUA SANTA;187
861;LLIGUA;187
862;RIO NEGRO;187
863;RIO VERDE;187
864;ULBA;187
865;CEVALLOS;188
866;MOCHA;189
867;PINGUILI;189
868;PATATE;190
869;EL TRIUNFO;190
870;LOS ANDES (CAB. EN POATUG) ;190
871;SUCRE (CAB. EN SUCRE-PATATE URCU);190
872;QUERO;191
873;RUMIPAMBA;191
874;YANAYACU - MOCHAPATA (CAB. EN YANAYACU) ;191
875;PELILEO;192
876;BENITEZ (PACHANLICA) ;192
877;BOLIVAR;192
878;COTALO;192
879;CHIQUICHA (CAB. EN CHIQUICHA GRANDE);192
880;EL ROSARIO (RUMICHACA);192
881;GARCIA MORENO (CHUMAQUI);192
882;GUAMBALO (HUAMBALO);192
883;SALASACA;192
884;PILLARO;193
885;BAQUERIZO MORENO;193
886;EMILIO MARIA TERAN (RUMIPAMBA);193
887;MARCOS ESPINEL (CHACATA) ;193
888;PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL);193
889;SAN ANDRES;193
890;SAN JOSE DE POALO;193
891;SAN MIGUELITO;193
892;TISALEO;194
893;QUINCHICOTO;194
894;ZAMORA;195
895;CUMBARATZA;195
896;GUADALUPE;195
897;IMBANA (LA VICTORIA DE IMBANA);195
